step,episode,return,length,moving_average_return,policy_loss,value_loss,entropy,approx_kl,explained_variance,learning_rate,fps
72144,73,20.80536912751718,1000.0,422.3453807033683,-0.0015759915113449097,10.754135131835938,2.757650136947632,0.014442309737205505,0.9222902059555054,0.00021416000000000002,86
73108,74,636.3013698630025,1000.0,434.3557993798104,-0.0016251318156719208,10.36018180847168,2.7578024864196777,0.0003457132261246443,0.8626516461372375,0.000213648,86
73436,75,500.6289308175975,1000.0,430.6366411795196,-0.0035074353218078613,27.636119842529297,2.7578091621398926,0.0005696830339729786,0.6622238159179688,0.000213392,86
74360,76,573.7588652482217,1000.0,463.46103268773106,-0.0009038001298904419,7.739623069763184,2.7577569484710693,0.006135637406259775,0.8843033313751221,0.00021288,86
76148,77,217.8807947019912,1000.0,433.73595426319434,0.006890488788485527,20.63482666015625,2.7576804161071777,0.012221358716487885,0.813529372215271,0.000212112,86
77112,78,210.44776119403426,1000.0,403.4804207850752,-0.01659845933318138,20.911041259765625,2.7575788497924805,0.0033164191991090775,0.41260701417922974,0.00021160000000000002,86
77440,79,421.7391304347736,1000.0,387.86407165626895,-0.01006864570081234,29.407032012939453,2.7574872970581055,0.0075642867013812065,0.3625839948654175,0.000211344,86
78364,80,227.16049382716577,1000.0,356.55134406056936,-0.0014289729297161102,17.666954040527344,2.7574868202209473,0.011080633848905563,0.7796553373336792,0.000210832,86
80152,81,408.19672131146905,1000.0,368.00593682663765,-0.0025691352784633636,10.261762619018555,2.757357120513916,0.02474495954811573,0.30189967155456543,0.000210064,86
81116,82,398.23321554770297,1000.0,361.51526520734757,-0.0032719168812036514,8.786758422851562,2.7572898864746094,0.009690150618553162,0.5385437607765198,0.00020955200000000003,86
81444,83,521.1604095563026,1000.0,411.55076925022615,-0.01583026722073555,16.00090789794922,2.7573046684265137,0.009224718436598778,0.359203040599823,0.000209296,86
82368,84,370.75208913648754,1000.0,384.9958411775746,-0.013527181930840015,12.172771453857422,2.7573256492614746,0.004301297478377819,0.023700237274169922,0.00020904000000000002,86
84156,85,601.7543859648999,1000.0,395.10838669230486,-0.0015624426305294037,13.575532913208008,2.7567970752716064,0.006335385609418154,0.36768901348114014,0.00020801600000000002,86
85120,86,269.4029850746181,1000.0,364.67279867494454,0.0030624601058661938,15.392105102539062,2.756843090057373,0.0025894194841384888,0.804283857345581,0.000207504,86
85448,87,409.80392156861785,1000.0,383.86511136160715,0.0030624601058661938,15.392105102539062,2.756843090057373,0.0025894194841384888,0.804283857345581,0.000207504,86
86372,88,520.0716845878025,1000.0,414.82750370098404,-0.004219748079776764,6.921505928039551,2.7569801807403564,0.009425058960914612,0.05570453405380249,0.00020699200000000003,86
88160,89,754.3307086614076,1000.0,448.0866615236474,-0.004343502223491669,20.404048919677734,2.756964683532715,0.009275505319237709,0.7013688087463379,0.00020596799999999998,86
89124,90,220.0000000000002,1000.0,447.3706121409308,-0.017113782465457916,9.974220275878906,2.756814479827881,0.014115877449512482,0.8555579781532288,0.000205456,86
89452,91,251.6819571865495,1000.0,431.71913572843886,-0.017113782465457916,9.974220275878906,2.756814479827881,0.014115877449512482,0.8555579781532288,0.000205456,86
90376,92,628.1249999999889,1000.0,454.7083141736674,-0.002262171357870102,5.9757513999938965,2.756690502166748,0.003413117490708828,0.20583075284957886,0.000204944,86
92164,93,550.8474576271066,1000.0,457.67701898074785,0.024287933483719826,17.024415969848633,2.7566609382629395,0.03479895740747452,0.39986419677734375,0.00020391999999999999,86
93128,94,371.7607973421822,1000.0,457.77788980131726,-0.018584925681352615,15.708857536315918,2.756666421890259,0.011156782507896423,0.7896460294723511,0.00020366400000000002,86
93456,95,429.60526315788286,1000.0,440.5629775206156,0.0018007457256317139,41.66362380981445,2.756627321243286,0.003303027944639325,0.2690305709838867,0.000203408,86
94380,96,422.72727272726405,1000.0,455.8954062858802,-0.0031468085944652557,21.707462310791016,2.7565531730651855,0.0024415780790150166,0.7699569463729858,0.000202896,86
95708,97,6.2882352941200566,644.0,415.5438376584304,-0.012380514293909073,25.195362091064453,2.7565078735351562,0.003608531318604946,0.5858681201934814,0.000202384,86
96168,98,369.6485623003189,1000.0,400.5015254296821,0.001054263673722744,120.42341613769531,2.756500482559204,0.0036835167557001114,0.4232591986656189,0.00020212800000000001,86
97460,99,676.5151515151393,1000.0,392.71996971505524,0.008564075455069542,13.937933921813965,2.7568628787994385,0.022373216226696968,0.7995637059211731,0.00020135999999999998,86
98384,100,481.74904942964764,1000.0,418.89487465802006,-0.011402448639273643,17.273361206054688,2.756969451904297,0.00911291129887104,0.6960382461547852,0.000200848,86
99712,101,364.96815286622984,1000.0,430.223494225988,-0.0073996856808662415,11.156312942504883,2.756985902786255,0.0016337943961843848,0.7631199359893799,0.00020033600000000001,86
100172,102,617.9487179487099,1000.0,429.2058660208601,-0.007615340873599052,28.897724151611328,2.756967782974243,0.0037160818465054035,0.3059964179992676,0.00020008000000000002,86
101464,103,470.88122605362673,1000.0,421.2092428635122,0.002313125878572464,5.509319305419922,2.7569682598114014,0.014166573993861675,0.9426170587539673,0.000199312,86
102388,104,585.6187290969795,1000.0,442.59503603899185,0.0014614351093769073,9.30682373046875,2.756986618041992,0.015310402028262615,0.804259717464447,0.00019905600000000003,86
103716,105,524.6153846153766,1000.0,452.0960481847413,0.009755187667906284,6.213980674743652,2.7567923069000244,0.003882591612637043,0.3043045401573181,0.000198288,86
104176,106,594.7368421052512,1000.0,469.29700512254004,-0.007214002311229706,15.298643112182617,2.7567644119262695,0.010527580045163631,0.33624255657196045,0.00019803199999999998,86
105468,107,586.7924528301768,1000.0,527.3474268761456,0.007871526293456554,6.447922706604004,2.756772518157959,0.017441697418689728,-0.08038592338562012,0.00019752,86
106392,108,504.9382716049311,1000.0,540.8763978066069,-0.003567121922969818,16.463401794433594,2.7568907737731934,0.004508618731051683,0.7587672472000122,0.000197008,86
107720,109,346.80851063829834,1000.0,507.90573371892276,0.015015482902526855,7.513764381408691,2.756838798522949,0.04258348047733307,0.39165401458740234,0.00019624,86
108180,110,580.2973977695073,1000.0,517.7605685529088,0.012370537966489792,19.103633880615234,2.756788730621338,0.009040319360792637,0.07054644823074341,0.00019598399999999999,86
109472,111,463.5738831615047,1000.0,527.6211415824362,-0.007056737318634987,12.518033981323242,2.7565362453460693,0.03396888077259064,0.7056392431259155,0.000195472,86
110396,112,453.7459283387554,1000.0,511.2008626214407,0.0009034536778926849,3.153834819793701,2.756422281265259,0.008003054186701775,0.31272071599960327,0.00019496,86
111724,113,369.999999999996,1000.0,501.11274001607774,-0.015635652467608452,8.859955787658691,2.756392240524292,0.008476301096379757,0.8657625913619995,0.00019419200000000001,86
112184,114,393.7106918238922,1000.0,481.921936288769,-0.0008879341185092926,6.288674354553223,2.7563931941986084,0.005993911996483803,0.8680897951126099,0.000193936,86
113476,115,267.78115501520136,1000.0,456.23851332875137,-0.01808958500623703,4.868818283081055,2.756211757659912,0.009481623768806458,0.9453516602516174,0.00019342399999999998,86
114400,116,484.41558441557953,1000.0,445.20638755978433,0.008354728110134602,10.239740371704102,2.7561190128326416,0.01601012423634529,0.013895094394683838,0.000192912,86
115728,117,674.193548387087,1000.0,453.94649711547527,0.025508809834718704,6.480457782745361,2.7558553218841553,0.025799503549933434,0.20448684692382812,0.00019214400000000002,86
116188,118,560.8391608391532,1000.0,459.53658603889755,0.025508809834718704,6.480457782745361,2.7558553218841553,0.025799503549933434,0.20448684692382812,0.00019214400000000002,86
117480,119,676.1194029850614,1000.0,492.4676752735738,-0.009689480066299438,16.85042953491211,2.7553210258483887,0.008990930393338203,0.11716008186340332,0.000191376,86
118404,120,622.2222222222122,1000.0,496.6601577188443,0.0063895732164382935,19.941455841064453,2.755222797393799,0.026533860713243484,0.8021015524864197,0.000190864,86
119732,121,259.99999999998937,1000.0,476.30276940269266,-0.007358580827713013,21.439929962158203,2.7553322315216064,0.001174788805656135,0.8259053230285645,0.000190352,86
120192,122,444.4444444444312,1000.0,475.3726210132603,-0.004509840160608292,26.636898040771484,2.755380630493164,0.0012173508293926716,0.7612571716308594,0.000190096,86
121484,123,505.6782334384787,1000.0,488.9404443571087,0.03220211714506149,15.9528226852417,2.7554092407226562,0.06155545264482498,-0.22418856620788574,0.000189328,86
122408,124,650.8896797152905,1000.0,514.6583431462484,-0.005365176126360893,28.278831481933594,2.755436897277832,0.006046812050044537,0.7352412939071655,0.000188816,86
123736,125,701.4440433212885,1000.0,558.0246319768571,-0.007007185369729996,4.696850776672363,2.7555055618286133,0.0017693705158308148,0.016000449657440186,0.000188304,86
124196,126,483.02583025829887,1000.0,557.885656561129,0.00604928657412529,31.220781326293945,2.7555036544799805,0.009568956680595875,-0.17200684547424316,0.00018804799999999999,86
125488,127,639.7769516728514,1000.0,554.4439968897055,0.0040715541690588,12.174747467041016,2.755976438522339,0.016447337344288826,0.698857307434082,0.00018728,86
126412,128,422.2551928783308,1000.0,540.5856000936232,0.0091661736369133,20.356624603271484,2.7561278343200684,0.044657401740550995,0.5272148251533508,0.000187024,86
127740,129,544.1947565542968,1000.0,527.3931354505469,-0.011222988367080688,18.314281463623047,2.7565090656280518,0.004432136658579111,0.8109442591667175,0.00018625600000000001,86
128200,130,627.5985663082321,1000.0,527.9307698591488,-0.002341480925679207,30.980220794677734,2.7565155029296875,0.01725558191537857,0.7247889041900635,0.000186,86
129492,131,312.75167785233765,1000.0,533.2059376443838,-0.0045142872259020805,19.82476806640625,2.756361961364746,0.006801377981901169,0.8289541602134705,0.00018548799999999998,86
130416,132,291.6913946587473,1000.0,517.9306326658152,-0.0015135668218135834,17.198932647705078,2.756410837173462,0.027076376602053642,0.9075117111206055,0.000184976,86
131744,133,183.33333333333846,1000.0,485.6961426553013,0.009085718542337418,14.8372163772583,2.7567262649536133,0.01572924479842186,0.9073014259338379,0.000184208,86
132204,134,23.45679012345873,1000.0,422.95285369611804,-0.0009087622165679932,25.253334045410156,2.75679612159729,0.0060897208750247955,0.8259807825088501,0.000183952,86
133496,135,285.62091503266754,1000.0,381.37054086725595,-0.00019296351820230484,28.40634536743164,2.7569875717163086,0.004623745568096638,0.8206595182418823,0.00018344,86
134420,136,295.70552147238647,1000.0,362.6385099886647,0.04553886875510216,7.713456153869629,2.7572388648986816,0.060188308358192444,0.9620001912117004,0.00018292799999999998,86
135748,137,92.59259259259758,1000.0,307.9200740806393,0.0050827558152377605,18.58700180053711,2.757558822631836,0.004788297228515148,0.6679818630218506,0.00018216,86
136208,138,190.0763358778671,1000.0,284.70218838059293,-0.0018860921263694763,37.33584213256836,2.7575864791870117,0.0006294079357758164,0.8236786723136902,0.000181904,86
137500,139,229.824561403508,1000.0,253.2651688655141,-0.0027903271839022636,34.807186126708984,2.7575573921203613,0.004346153698861599,-0.06641602516174316,0.000181392,86
138424,140,27.27272727272964,1000.0,193.23258496196382,0.04465556889772415,18.047277450561523,2.7572412490844727,0.08506450057029724,0.9419837594032288,0.00018088,86
139752,141,101.83486238532635,1000.0,172.1409034152627,0.004944523796439171,12.347658157348633,2.7565746307373047,0.010224242694675922,0.9479104280471802,0.000180368,86
140212,142,-25.566343042072003,1000.0,140.41512964518077,0.0036651138216257095,18.813486099243164,2.756474494934082,0.03929697349667549,0.7180719375610352,0.00018011199999999999,86
141504,143,185.18518518518994,1000.0,140.60031483036593,-0.003273146227002144,26.239139556884766,2.756417989730835,0.0018782195402309299,0.8799328804016113,0.000179344,86
142428,144,250.48231511254465,1000.0,163.30286732927453,-0.012254638597369194,23.997398376464844,2.756345272064209,0.0040225014090538025,0.8190388679504395,0.000178832,86
143756,145,149.01185770751468,1000.0,149.64196159675924,-0.004681233316659927,36.1049690246582,2.7563095092773438,0.005231339484453201,0.8336887359619141,0.00017832000000000001,86
144216,146,294.8339483394684,1000.0,149.55480428346746,-0.007507309317588806,19.590206146240234,2.756317377090454,0.009542012587189674,0.7855005264282227,0.000178064,86
145508,147,40.06514657980766,1000.0,144.30205968218846,-0.004357285797595978,21.98137664794922,2.7563018798828125,0.0029389692936092615,0.9232646226882935,0.00017729600000000002,86
146432,148,49.50166112957188,1000.0,130.24459220735892,-0.0065736472606658936,25.58047866821289,2.756258726119995,0.009476915933191776,0.9048073291778564,0.00017704,86
147760,149,457.4912891985937,1000.0,153.0112649868675,-0.012670546770095825,14.755688667297363,2.7561514377593994,0.005998034495860338,0.8996009826660156,0.000176272,86
148220,150,341.69611307419433,1000.0,184.45360356701394,-0.007350827567279339,47.84444046020508,2.756110191345215,0.00341601250693202,0.6005092859268188,0.000176016,86
149512,151,219.52662721893586,1000.0,196.2227800503749,-0.005993606522679329,20.695207595825195,2.755958080291748,0.005050573498010635,0.8699762225151062,0.00017524800000000003,86
150436,152,249.29577464789207,1000.0,223.7089918193713,-0.007230525836348534,17.935134887695312,2.7557969093322754,0.006626940798014402,0.723903477191925,0.00017499199999999998,86
151764,153,475.07987220446876,1000.0,252.69846052129918,-0.0048268623650074005,21.07065200805664,2.755537271499634,0.011350618675351143,-0.006584882736206055,0.000174224,86
152224,154,728.3828382838187,1000.0,300.4885128384266,0.021295905113220215,28.596450805664062,2.755397081375122,0.0174380075186491,0.3101675510406494,0.000173968,86
153516,155,561.8705035971076,1000.0,341.7743774273859,-0.017113642767071724,18.13660430908203,2.7552576065063477,0.029416628181934357,0.7367756366729736,0.000173456,86
154440,156,327.1186440677842,1000.0,345.00284700021746,-0.005233359523117542,22.231142044067383,2.755272388458252,0.009208843111991882,0.8626522421836853,0.000172944,86
155768,157,779.9999999999892,1000.0,418.99633234223563,-0.007950149476528168,19.84454345703125,2.7552342414855957,0.007694224361330271,0.941482663154602,0.00017217599999999999,86
156228,158,472.8155339805706,1000.0,461.3277196273355,-0.0022294027730822563,23.05893325805664,2.755204439163208,0.011770169250667095,0.850975751876831,0.00017192000000000002,86
157520,159,771.2121212121062,1000.0,492.69980282868676,-0.008950643241405487,21.37995719909668,2.755173683166504,0.006802447605878115,0.8807624578475952,0.000171408,86
158444,160,390.79754601225807,1000.0,497.60994612249317,-0.010159241035580635,22.86492347717285,2.7552223205566406,0.003283063881099224,0.8755992650985718,0.000170896,87
159772,161,649.9999999999908,1000.0,540.6572834005985,0.006937447469681501,30.499839782714844,2.755145788192749,0.01694589853286743,0.6510905027389526,0.000170128,87
160232,162,383.1081081081016,1000.0,554.0385167466196,0.006937447469681501,30.499839782714844,2.755145788192749,0.01694589853286743,0.6510905027389526,0.000170128,87
161524,163,457.3770491803216,1000.0,552.2682344442048,-0.004673551768064499,39.09772491455078,2.755239963531494,0.004018839914351702,0.5549207925796509,0.00016936000000000002,87
162448,164,763.6363636363491,1000.0,555.793586979458,-0.00015551969408988953,47.8887939453125,2.7552521228790283,0.0006595925660803914,0.4775519371032715,0.000168848,87
163776,165,667.361111111096,1000.0,566.3426477308568,-0.007733046542853117,40.26274871826172,2.7551560401916504,0.0038571024779230356,0.7621589303016663,0.000168336,88
164236,166,371.42857142856025,1000.0,570.7736404669344,-0.002210462000221014,31.734424591064453,2.7551183700561523,0.005039219744503498,0.6245474815368652,0.00016808,88
165528,167,380.70175438595595,1000.0,530.843815905531,0.004323966801166534,26.45439338684082,2.7553091049194336,0.005001120734959841,0.8836528062820435,0.00016731200000000003,88
166452,168,357.2490706319589,1000.0,519.2871695706698,-0.005101718008518219,15.563414573669434,2.7554092407226562,0.00528364721685648,0.9180059432983398,0.00016680000000000002,88
167780,169,485.9649122806851,1000.0,490.76244867752774,-0.009072154760360718,27.428752899169922,2.7554008960723877,0.005561550613492727,0.8655773401260376,0.000166288,88
168240,170,341.9354838709667,1000.0,485.8762424633986,-0.009689598344266415,38.42164611816406,2.7554373741149902,0.01329097617417574,0.6771275997161865,0.000166032,89
169532,171,344.44444444444537,1000.0,455.320686907844,-0.0006638485938310623,26.967187881469727,2.7555391788482666,0.010255957953631878,0.8567904829978943,0.000165264,89
170456,172,253.95189003436835,1000.0,442.4050651004707,-0.00493847019970417,14.30708122253418,2.755621910095215,0.004273700527846813,0.9395262598991394,0.000165008,89
171784,173,293.6170212765864,1000.0,426.0290623100972,0.008154505863785744,21.465173721313477,2.7558932304382324,0.03172353655099869,0.908023476600647,0.00016424,89
